Long,Lat,#,Time
-14:22:15.0,10:30:53.8,493,1587485730.2538688
-14:15:32.5,10:21:52.3,494,1587485733.827834
-14:06:36.6,10:09:49.9,495,1587485737.402332
-13:59:55.1,10:00:48.0,496,1587485740.9769063
-13:51:00.4,9:48:45.1,497,1587485744.5510604
-13:42:06.5,9:36:42.0,498,1587485748.1249857
-13:35:26.5,9:27:39.5,499,1587485751.7037406
-13:26:33.8,9:15:35.9,500,1587485755.3074408
-13:19:54.7,9:06:33.0,501,1587485758.881296
-13:11:03.2,8:54:28.9,502,1587485762.455765
-13:02:12.3,8:42:24.6,503,1587485766.0302012
-12:55:34.6,8:33:21.2,504,1587485769.6043582
-12:46:44.8,8:21:16.4,505,1587485773.1782033
-12:40:07.9,8:12:12.7,506,1587485776.7853172
-12:31:19.2,8:00:07.5,507,1587485780.3596156
-12:24:43.1,7:51:03.5,508,1587485783.9345136
-12:15:55.4,7:38:58.0,509,1587485787.5075307
-12:07:08.3,7:26:52.2,510,1587485791.0816998
-12:00:33.3,7:17:47.7,511,1587485794.6560829
-11:51:47.2,7:05:41.6,512,1587485798.2313051
-11:45:12.9,6:56:36.8,513,1587485801.838489
-11:36:27.6,6:44:30.3,514,1587485805.4124074
-11:27:42.8,6:32:23.6,515,1587485809.0197408
-11:21:09.5,6:23:18.5,516,1587485812.5948741
-11:12:25.6,6:11:11.5,517,1587485816.1683102
-11:05:52.9,6:02:06.2,518,1587485819.7429404
-10:57:09.7,5:49:58.9,519,1587485823.3500662
-10:50:37.6,5:40:53.3,520,1587485826.9245374
-10:41:55.2,5:28:45.7,521,1587485830.5325072
-10:33:13.2,5:16:38.0,522,1587485834.1059585
-10:26:41.9,5:07:32.1,523,1587485837.7135532
-10:18:00.5,4:55:24.1,524,1587485841.320771
-10:11:29.7,4:46:18.1,525,1587485844.895378
-10:02:48.9,4:34:09.9,526,1587485848.4684622
-9:54:08.5,4:22:01.5,527,1587485852.0436065
-9:47:38.4,4:12:55.2,528,1587485855.6510265
-9:38:58.5,4:00:46.7,529,1587485859.2250535
-9:32:28.8,3:51:40.2,530,1587485862.8318963
-9:23:49.4,3:39:31.5,531,1587485866.4066966
-9:17:20.0,3:30:24.9,532,1587485869.9795167
-9:08:41.1,3:18:16.0,533,1587485873.5544338
-9:00:02.4,3:06:07.0,534,1587485877.12796
-8:53:33.6,2:57:00.2,535,1587485880.7017593
-8:44:55.3,2:44:51.1,536,1587485884.2754493
-8:38:26.7,2:35:44.2,537,1587485887.8517675
-8:29:48.7,2:23:35.0,538,1587485891.4243956
-8:23:20.4,2:14:28.0,539,1587485894.9982717
-8:14:42.7,2:02:18.6,540,1587485898.6064827
-8:06:05.2,1:50:09.2,541,1587485902.1798477
-7:59:37.2,1:41:02.2,542,1587485905.7870414
-7:50:59.9,1:28:52.7,543,1587485909.3611836
-7:44:32.0,1:19:45.5,544,1587485912.936112
-7:35:54.9,1:07:36.0,545,1587485916.509739
-7:27:17.9,0:55:26.4,546,1587485920.08376
-7:20:50.2,0:46:19.3,547,1587485923.6579604
-7:12:13.3,0:34:09.7,548,1587485927.2316096
-7:05:45.6,0:25:02.5,549,1587485930.8067098
-6:57:08.8,0:12:52.8,550,1587485934.3868697
-6:50:41.2,0:03:45.6,551,1587485937.9546013
-6:42:04.4,-0:08:24.0,552,1587485941.5359054
-6:33:27.6,-0:20:33.6,553,1587485945.136887
-6:26:59.9,-0:29:40.8,554,1587485948.7115881
-6:18:23.1,-0:41:50.3,555,1587485952.3637414
-6:11:55.4,-0:50:57.5,556,1587485955.9701023
-6:03:18.5,-1:03:07.0,557,1587485959.5678031
-5:54:41.5,-1:15:16.5,558,1587485963.1438842
-5:48:13.6,-1:24:23.6,559,1587485966.7169015
-5:39:36.5,-1:36:33.0,560,1587485970.3250892
-5:33:08.5,-1:45:40.0,561,1587485973.9050236
-5:24:31.1,-1:57:49.3,562,1587485977.4734867
-5:15:53.6,-2:09:58.6,563,1587485981.0473099
-5:09:25.4,-2:19:05.5,564,1587485984.6208289
-5:00:47.6,-2:31:14.6,565,1587485988.1958723
-4:54:19.2,-2:40:21.4,566,1587485991.7690845
-4:45:41.1,-2:52:30.4,567,1587485995.3437326
-4:39:12.4,-3:01:37.1,568,1587485998.9172726
-4:30:33.9,-3:13:45.9,569,1587486002.5581334
-4:21:55.2,-3:25:54.6,570,1587486006.1324623
-4:15:26.0,-3:35:01.1,571,1587486009.7070634
-4:06:46.9,-3:47:09.7,572,1587486013.3807096
-4:00:17.4,-3:56:16.0,573,1587486016.9546468
-3:51:37.8,-4:08:24.4,574,1587486020.5281138
-3:42:57.9,-4:20:32.6,575,1587486024.1360598
-3:36:27.8,-4:29:38.7,576,1587486027.7096198
-3:27:47.4,-4:41:46.7,577,1587486031.283187
-3:21:16.8,-4:50:52.6,578,1587486034.8576522
-3:12:35.8,-5:03:00.3,579,1587486038.4311693
-3:03:54.4,-5:15:07.9,580,1587486042.0058315
-2:55:12.7,-5:27:15.4,581,1587486046.527074
-2:46:30.5,-5:39:22.7,582,1587486050.0868204
-2:39:58.7,-5:48:28.0,583,1587486053.6610286
-2:31:15.8,-6:00:35.0,584,1587486057.2355227
-2:24:43.4,-6:09:40.1,585,1587486060.809067
-2:15:59.8,-6:21:46.8,586,1587486064.3829763
-2:09:26.8,-6:30:51.7,587,1587486067.9587862
-2:00:42.3,-6:42:58.0,588,1587486071.5328856
-1:51:57.4,-6:55:04.1,589,1587486075.1396093
-1:45:23.4,-7:04:08.6,590,1587486078.7474382
-1:36:37.6,-7:16:14.4,591,1587486082.3550098
-1:30:03.0,-7:25:18.6,592,1587486085.928868
-1:21:16.3,-7:37:23.9,593,1587486089.503348
-1:12:29.0,-7:49:29.1,594,1587486093.0778754
-1:05:53.2,-7:58:32.8,595,1587486096.6514854
-0:57:05.0,-8:10:37.6,596,1587486100.2262156
-0:50:28.4,-8:19:41.0,597,1587486103.7991478
-0:41:39.1,-8:31:45.3,598,1587486107.376341
-0:35:01.7,-8:40:48.4,599,1587486110.948275
-0:26:11.3,-8:52:52.3,600,1587486114.5209303
-0:17:20.3,-9:04:55.9,601,1587486118.1298842
-0:10:41.6,-9:13:58.4,602,1587486121.745808
-0:01:49.4,-9:26:01.5,603,1587486125.3441868
0:04:50.2,-9:35:03.7,604,1587486128.918166
0:13:43.6,-9:47:06.3,605,1587486132.5605683
0:22:37.7,-9:59:08.7,606,1587486136.1441534
0:29:18.8,-10:08:10.2,607,1587486139.7426982
0:38:14.2,-10:20:12.0,608,1587486143.4166684
0:44:56.2,-10:29:13.2,609,1587486146.9912746
0:53:52.9,-10:41:14.4,610,1587486150.5653567
1:02:50.5,-10:53:15.4,611,1587486154.139592
1:09:34.1,-11:02:15.9,612,1587486157.713832
1:18:33.0,-11:14:16.2,613,1587486161.291905
1:25:17.8,-11:23:16.3,614,1587486164.8959339
1:34:18.2,-11:35:16.0,615,1587486168.4693172
1:43:19.4,-11:47:15.4,616,1587486172.077831
1:50:05.9,-11:56:14.8,617,1587486175.6513703
1:59:08.7,-12:08:13.5,618,1587486179.2254062
2:05:56.4,-12:17:12.4,619,1587486182.7990425
2:15:00.7,-12:29:10.5,620,1587486186.3738856
2:21:49.6,-12:38:08.8,621,1587486189.9480247
2:30:55.6,-12:50:06.3,622,1587486193.5219
2:40:02.6,-13:02:03.4,623,1587486197.095525
2:46:53.5,-13:11:00.9,624,1587486200.6689973
2:56:02.1,-13:22:57.2,625,1587486204.2436244
3:02:54.3,-13:31:54.2,626,1587486207.8175447
3:12:04.7,-13:43:49.9,627,1587486211.392175
3:18:58.2,-13:52:46.3,628,1587486214.965866
3:28:10.5,-14:04:41.2,629,1587486218.5405602
3:37:23.8,-14:16:35.6,630,1587486222.1148005
3:44:19.5,-14:25:31.2,631,1587486225.6883893
3:53:34.7,-14:37:24.8,632,1587486229.2968712
4:00:31.9,-14:46:19.8,633,1587486232.8706565
4:09:49.0,-14:58:12.6,634,1587486236.4448235
4:19:07.3,-15:10:05.0,635,1587486240.0184798
4:26:06.8,-15:18:59.0,636,1587486243.5935879
4:35:27.2,-15:30:50.5,637,1587486247.1677833
4:42:28.2,-15:39:43.9,638,1587486250.7414482
4:51:50.6,-15:51:34.5,639,1587486254.3165534
4:58:53.2,-16:00:27.2,640,1587486257.8966477
5:08:17.8,-16:12:17.0,641,1587486261.4986303
5:17:43.6,-16:24:06.3,642,1587486265.0726185
5:24:48.8,-16:32:57.9,643,1587486268.6455548
5:34:16.8,-16:44:46.3,644,1587486272.219744
5:41:23.7,-16:53:37.2,645,1587486275.7937791
5:50:54.0,-17:05:24.6,646,1587486279.3677952
5:58:02.6,-17:14:14.9,647,1587486282.9413793
6:07:35.2,-17:26:01.3,648,1587486286.5167136
6:17:09.2,-17:37:47.2,649,1587486290.0899386
6:24:20.6,-17:46:36.2,650,1587486293.664746
6:33:57.1,-17:58:21.1,651,1587486297.2384102
6:41:10.3,-18:07:09.4,652,1587486300.8129723
6:50:49.2,-18:18:53.3,653,1587486304.3880165
6:58:04.3,-18:27:40.8,654,1587486307.9612815
7:07:45.8,-18:39:23.6,655,1587486311.5437596
7:17:28.7,-18:51:05.7,656,1587486315.1437597
7:24:46.8,-18:59:52.0,657,1587486318.7192707
7:34:32.4,-19:11:33.1,658,1587486322.2917247
7:41:52.5,-19:20:18.5,659,1587486325.8655622
7:51:40.7,-19:31:58.4,660,1587486329.472987
8:01:30.5,-19:43:37.7,661,1587486333.046986
8:08:53.9,-19:52:21.8,662,1587486336.6209073
8:18:46.4,-20:04:00.0,663,1587486340.1954346
8:26:11.9,-20:12:43.1,664,1587486343.7688096
8:36:07.2,-20:24:20.1,665,1587486347.343428
8:43:34.9,-20:33:02.4,666,1587486350.9518254
8:53:33.1,-20:44:38.1,667,1587486354.5249908
9:03:33.1,-20:56:13.2,668,1587486358.09905
9:11:04.2,-21:04:54.0,669,1587486361.7566803
9:23:38.1,-21:19:21.1,670,1587486366.152738
9:31:11.8,-21:28:00.9,671,1587486369.7228754
9:41:18.2,-21:39:33.2,672,1587486373.2981377
9:48:54.2,-21:48:12.0,673,1587486376.8710215
9:59:03.7,-21:59:43.0,674,1587486380.445839
10:09:15.1,-22:11:13.2,675,1587486384.0198798
10:16:54.8,-22:19:50.4,676,1587486387.5940542
10:27:09.4,-22:31:19.3,677,1587486391.1679544
10:34:51.5,-22:39:55.4,678,1587486394.7419934
10:45:09.4,-22:51:22.9,679,1587486398.3182576
10:52:54.0,-22:59:58.0,680,1587486401.8905208
11:03:15.2,-23:11:24.0,681,1587486405.465204
11:13:38.4,-23:22:49.3,682,1587486409.0382972
11:21:27.0,-23:31:22.7,683,1587486412.6134803
11:31:53.6,-23:42:46.5,684,1587486416.1871245
11:39:44.9,-23:51:18.7,685,1587486419.7613077
11:50:15.0,-24:02:41.0,686,1587486423.3360317
11:58:08.9,-24:11:12.2,687,1587486426.9423695
12:08:42.5,-24:22:32.9,688,1587486430.5165558
12:19:18.3,-24:33:52.8,689,1587486434.1896648
12:27:16.5,-24:42:22.1,690,1587486437.7645082
12:37:55.9,-24:53:40.4,691,1587486441.3390613
12:45:56.9,-25:02:08.5,692,1587486444.9131863
12:56:40.0,-25:13:25.2,693,1587486448.4869475
13:07:25.4,-25:24:40.9,694,1587486452.0607226
13:15:30.8,-25:33:07.1,695,1587486455.635339
13:26:20.0,-25:44:21.1,696,1587486459.209224
13:34:28.4,-25:52:46.1,697,1587486462.7837873
13:45:21.5,-26:03:58.4,698,1587486466.3575213
13:53:32.9,-26:12:22.1,699,1587486469.9312396
14:04:30.0,-26:23:32.7,700,1587486473.50539
14:15:29.4,-26:34:42.4,701,1587486477.079146
14:23:45.5,-26:43:03.9,702,1587486480.653419
14:34:49.0,-26:54:11.8,703,1587486484.227931
14:43:08.3,-27:02:32.0,704,1587486487.8028386
14:54:16.0,-27:13:38.0,705,1587486491.3785195
15:02:38.3,-27:21:56.9,706,1587486494.9554126
15:13:50.3,-27:33:01.1,707,1587486498.5578246
15:25:04.7,-27:44:04.2,708,1587486502.1326776
15:33:32.1,-27:52:20.8,709,1587486505.707272
15:44:50.9,-28:03:22.0,710,1587486509.2808828
15:53:21.6,-28:11:37.1,711,1587486512.855333
16:04:44.8,-28:22:36.4,712,1587486516.4286335
16:16:10.6,-28:33:34.5,713,1587486520.0052984
16:24:46.6,-28:41:47.3,714,1587486523.6111975
16:36:17.0,-28:52:43.4,715,1587486527.1928053
16:44:56.4,-29:00:54.7,716,1587486530.7940114
16:56:31.4,-29:11:48.7,717,1587486534.401504
17:08:09.0,-29:22:41.6,718,1587486538.0091789
17:16:53.9,-29:30:50.4,719,1587486541.6172278
17:28:36.3,-29:41:41.2,720,1587486545.191248
17:37:24.9,-29:49:48.4,721,1587486548.7994316
17:49:12.0,-30:00:37.0,722,1587486552.4119115
17:58:04.2,-30:08:42.6,723,1587486555.9867985
18:09:56.3,-30:19:29.0,724,1587486559.6581297
18:21:51.2,-30:30:14.2,725,1587486563.2328327
18:30:49.2,-30:38:17.2,726,1587486566.8075678
18:42:49.1,-30:49:00.0,727,1587486570.386085
18:51:51.0,-30:57:01.3,728,1587486573.9888608
19:03:56.0,-31:07:41.9,729,1587486577.564469
19:16:03.9,-31:18:21.1,730,1587486581.1383002
19:25:11.8,-31:26:19.6,731,1587486584.746198
19:37:25.0,-31:36:56.5,732,1587486588.354204
19:46:36.8,-31:44:53.2,733,1587486591.9613757
19:58:55.3,-31:55:27.6,734,1587486595.5725253
20:11:16.8,-32:06:00.7,735,1587486599.1780503
20:20:34.9,-32:13:54.5,736,1587486602.7861838
20:33:01.8,-32:24:25.0,737,1587486606.3947158
20:42:24.1,-32:32:17.0,738,1587486609.968674
20:54:56.5,-32:42:45.0,739,1587486613.5771637
21:07:32.1,-32:53:11.5,740,1587486617.1867044
21:17:00.9,-33:01:00.5,741,1587486620.8010743
21:29:42.1,-33:11:24.4,742,1587486624.4017332
21:42:26.6,-33:21:46.8,743,1587486628.0089839
21:52:02.1,-33:29:32.6,744,1587486631.6170328
22:04:52.3,-33:39:52.4,745,1587486635.2246153
22:14:32.2,-33:47:36.2,746,1587486638.7989867
22:27:28.2,-33:57:53.2,747,1587486642.4079344
22:40:27.7,-34:08:08.6,748,1587486646.0152032
22:50:14.4,-34:15:49.1,749,1587486649.6229131
23:03:19.8,-34:26:01.7,750,1587486653.229904
23:13:11.1,-34:33:40.1,751,1587486656.8377216
23:26:22.6,-34:43:49.8,752,1587486660.4466345
23:39:37.5,-34:53:57.9,753,1587486664.054831
23:49:36.0,-35:01:32.8,754,1587486667.661723
24:02:57.0,-35:11:37.9,755,1587486671.2701259
24:13:00.2,-35:19:10.7,756,1587486674.8787615
24:26:27.5,-35:29:12.8,757,1587486678.4854124
24:39:58.5,-35:39:13.2,758,1587486682.0934372
24:50:09.1,-35:46:42.3,759,1587486685.701386
25:03:46.4,-35:56:39.6,760,1587486689.3098989
25:14:01.8,-36:04:06.4,761,1587486692.9178765
25:27:45.6,-36:14:00.5,762,1587486696.5267384
25:41:33.1,-36:23:52.9,763,1587486700.1344411
25:51:56.2,-36:31:15.9,764,1587486703.741129
26:05:50.4,-36:41:05.0,765,1587486707.3487878
26:16:18.4,-36:48:25.6,766,1587486710.9571624
26:30:19.2,-36:58:11.4,767,1587486714.5650003
26:44:23.9,-37:07:55.3,768,1587486718.1752949
26:54:59.9,-37:15:12.0,769,1587486721.763735
27:09:11.3,-37:24:52.5,770,1587486725.355497
27:19:52.5,-37:32:06.6,771,1587486728.9637477
27:34:10.8,-37:41:43.7,772,1587486732.5838695
27:48:33.1,-37:51:18.7,773,1587486736.1816583
27:59:22.5,-37:58:28.7,774,1587486739.7899282
28:13:51.8,-38:08:00.3,775,1587486743.3983748
28:28:25.1,-38:17:29.8,776,1587486747.0060568
28:39:22.8,-38:24:35.5,777,1587486750.6135757
28:54:03.3,-38:34:01.4,778,1587486754.2210023
29:05:06.4,-38:41:04.4,779,1587486757.8287
29:19:54.1,-38:50:26.5,780,1587486761.4378047
29:34:45.9,-38:59:46.5,781,1587486765.0111322
29:45:57.6,-39:06:45.1,782,1587486768.6190438
30:00:56.8,-39:16:01.3,783,1587486772.2268488
30:12:13.9,-39:22:57.0,784,1587486775.8389466
30:27:20.5,-39:32:09.3,785,1587486779.4428003
30:42:31.4,-39:41:19.4,786,1587486783.05107
30:53:57.4,-39:48:10.5,787,1587486786.6586049
31:09:15.8,-39:57:16.6,788,1587486790.2665305
31:20:47.5,-40:04:04.6,789,1587486793.8750534
31:36:13.5,-40:13:06.7,790,1587486797.4828722
31:51:43.9,-40:22:06.4,791,1587486801.0576112
32:03:24.6,-40:28:49.6,792,1587486804.6657152
32:19:02.7,-40:37:45.2,793,1587486808.2733178
32:30:49.2,-40:44:25.3,794,1587486811.880941
32:46:35.2,-40:53:16.6,795,1587486815.4564958
33:02:25.6,-41:02:05.5,796,1587486819.0642889
33:14:21.3,-41:08:40.5,797,1587486822.6723094
33:30:19.6,-41:17:25.1,798,1587486826.2800224
33:42:21.3,-41:23:56.9,799,1587486829.887751
33:58:27.6,-41:32:37.0,800,1587486833.496361
34:14:38.5,-41:41:14.6,801,1587486837.1097336
34:26:49.6,-41:47:41.1,802,1587486840.7111826
34:43:08.5,-41:56:14.1,803,1587486844.3204062
34:55:25.8,-42:02:37.2,804,1587486847.9279113
35:11:52.8,-42:11:05.6,805,1587486851.5365317
35:28:24.6,-42:19:31.4,806,1587486855.1443896
35:40:51.4,-42:25:49.0,807,1587486858.7516413
35:57:31.4,-42:34:10.1,808,1587486862.3590412
36:10:04.5,-42:40:24.1,809,1587486865.9680068
36:26:52.7,-42:48:40.3,810,1587486869.5432281
36:43:45.7,-42:56:53.8,811,1587486873.1508238
36:56:28.6,-43:03:02.1,812,1587486876.7580438
37:13:29.9,-43:11:10.6,813,1587486880.3654635
37:26:19.1,-43:17:15.2,814,1587486883.9735363
37:43:28.9,-43:25:18.7,815,1587486887.581222
38:00:43.5,-43:33:19.4,816,1587486891.1555014
38:13:42.6,-43:39:18.0,817,1587486894.7637532
38:31:05.7,-43:47:13.5,818,1587486898.370646
38:44:11.2,-43:53:08.2,819,1587486901.9795086
39:01:42.8,-44:00:58.5,820,1587486905.5546467
39:19:19.3,-44:08:45.8,821,1587486909.1647136
39:32:34.9,-44:14:34.3,822,1587486912.805655
39:50:20.0,-44:22:16.2,823,1587486916.4146838
40:08:10.0,-44:29:55.1,824,1587486920.0210996
40:21:35.8,-44:35:37.2,825,1587486923.6288683
40:39:34.4,-44:43:10.6,826,1587486927.2367792
40:53:06.7,-44:48:48.6,827,1587486930.844657
41:11:14.0,-44:56:16.4,828,1587486934.4525058
41:29:26.3,-45:03:41.1,829,1587486938.0603614
41:43:08.7,-45:09:12.4,830,1587486941.6698234
42:01:29.7,-45:16:31.3,831,1587486945.278574
42:15:18.7,-45:21:58.4,832,1587486948.8849638
42:33:48.4,-45:29:11.6,833,1587486952.4923947
42:52:23.1,-45:36:21.4,834,1587486956.0997026
43:06:22.4,-45:41:41.5,835,1587486959.7078013
43:25:05.8,-45:48:45.5,836,1587486963.3160503
43:39:11.6,-45:54:01.1,837,1587486966.924607
43:58:03.7,-46:00:59.1,838,1587486970.5326097
44:17:00.9,-46:07:53.5,839,1587486974.1402187
44:31:17.0,-46:13:02.1,840,1587486977.7483742
44:50:22.9,-46:19:50.4,841,1587486981.361142
45:04:45.6,-46:24:54.3,842,1587486984.963934
45:24:00.2,-46:31:36.4,843,1587486988.5709097
45:43:19.7,-46:38:14.9,844,1587486992.1464078
45:57:52.7,-46:43:11.4,845,1587486995.7549827
46:17:21.0,-46:49:43.6,846,1587486999.3625534
46:32:00.4,-46:54:35.3,847,1587487002.9704611
46:51:37.4,-47:01:01.0,848,1587487006.577572
47:11:19.3,-47:07:23.0,849,1587487010.1853228
47:26:09.0,-47:12:07.0,850,1587487013.7937217
47:45:59.5,-47:18:22.4,851,1587487017.4010985
48:05:55.0,-47:24:34.0,852,1587487021.0102031
48:20:54.8,-47:29:10.2,853,1587487024.617985
48:40:58.8,-47:35:15.0,854,1587487028.2250288
48:56:05.0,-47:39:46.1,855,1587487031.8441086
49:16:17.6,-47:45:44.2,856,1587487035.4409833
49:36:34.9,-47:51:38.3,857,1587487039.049186
49:51:51.2,-47:56:01.4,858,1587487042.6245222
50:12:17.0,-48:01:48.6,859,1587487046.1986084
50:27:39.5,-48:06:06.3,860,1587487049.806832
50:48:13.7,-48:11:46.5,861,1587487053.422021
51:08:52.6,-48:17:22.6,862,1587487057.188789
51:24:25.0,-48:21:32.0,863,1587487060.7966938
51:45:12.2,-48:27:00.9,864,1587487064.4046185
52:06:04.0,-48:32:25.7,865,1587487068.0127943
52:21:46.0,-48:36:26.6,866,1587487071.6208382
52:42:46.0,-48:41:44.1,867,1587487075.2287178
52:58:34.0,-48:45:39.4,868,1587487078.8035703
53:19:42.1,-48:50:49.5,869,1587487082.410807
53:40:54.7,-48:55:55.4,870,1587487086.0181746
53:56:52.0,-48:59:41.9,871,1587487089.6269634
54:18:12.5,-49:04:40.3,872,1587487093.2350192
54:34:15.7,-49:08:21.2,873,1587487096.8434172
54:55:43.9,-49:13:11.9,874,1587487100.450693
55:17:16.5,-49:17:58.2,875,1587487104.025371
55:33:28.8,-49:21:30.1,876,1587487107.6341598
55:55:08.9,-49:26:08.7,877,1587487111.2417727
56:11:26.8,-49:29:34.8,878,1587487114.8162327
56:33:14.4,-49:34:05.6,879,1587487118.4242527
56:55:06.1,-49:38:31.9,880,1587487122.0313034
57:11:32.7,-49:41:48.7,881,1587487125.6064115
57:33:31.6,-49:46:07.0,882,1587487129.2145753
57:50:03.5,-49:49:17.8,883,1587487132.821527
58:12:09.5,-49:53:28.2,884,1587487136.3966744
58:28:46.6,-49:56:33.0,885,1587487139.9715505
58:50:59.5,-50:00:35.3,886,1587487143.578607
59:13:16.3,-50:04:32.9,887,1587487147.1866329
59:30:01.4,-50:07:28.1,888,1587487150.794618
59:52:24.8,-50:11:17.5,889,1587487154.4015877
60:14:51.9,-50:15:02.2,890,1587487158.0098603
60:31:44.6,-50:17:47.7,891,1587487161.618031
60:54:18.1,-50:21:24.1,892,1587487165.226322
61:11:15.5,-50:24:03.3,893,1587487168.834086
61:33:55.2,-50:27:31.3,894,1587487172.4410925
61:56:38.2,-50:30:54.5,895,1587487176.0488741
62:13:42.7,-50:33:23.8,896,1587487179.6569393
62:36:31.6,-50:36:38.5,897,1587487183.265137
62:53:40.4,-50:39:01.4,898,1587487186.8769317
63:16:35.0,-50:42:07.6,899,1587487190.4809685
63:39:32.6,-50:45:08.9,900,1587487194.0899024
63:56:47.8,-50:47:21.6,901,1587487197.6973171
64:19:50.8,-50:50:14.3,902,1587487201.3050268
64:37:09.9,-50:52:20.5,903,1587487204.9127657
65:00:17.9,-50:55:04.5,904,1587487208.5205424
65:23:28.7,-50:57:43.5,905,1587487212.1279933
65:40:53.6,-50:59:39.4,906,1587487215.7033453
66:04:09.1,-51:02:09.6,907,1587487219.2773356
66:21:37.5,-51:03:59.0,908,1587487222.8861845
66:44:57.4,-51:06:20.4,909,1587487226.4939322
67:08:19.8,-51:08:36.7,910,1587487230.0680232
67:25:53.2,-51:10:15.6,911,1587487233.6760051
67:49:19.6,-51:12:23.0,912,1587487237.283703
68:06:55.9,-51:13:55.2,913,1587487240.8911147
68:30:26.2,-51:15:53.6,914,1587487244.4990406
68:53:58.5,-51:17:47.0,915,1587487248.0738118
69:11:39.1,-51:19:08.6,916,1587487251.6477559
69:35:14.8,-51:20:52.9,917,1587487255.2560828
69:52:57.8,-51:22:07.8,918,1587487258.8681114
70:16:36.6,-51:23:43.1,919,1587487262.47352
70:40:17.1,-51:25:13.2,920,1587487266.0816882
70:58:03.6,-51:26:17.3,921,1587487269.6882536
71:21:46.8,-51:27:38.3,922,1587487273.2965596
71:39:35.1,-51:28:35.7,923,1587487276.9038916
72:03:20.7,-51:29:47.6,924,1587487280.5109532
72:27:07.6,-51:30:54.2,925,1587487284.119932
72:44:58.5,-51:31:40.8,926,1587487287.7276707
73:08:47.3,-51:32:38.3,927,1587487291.3356407
73:26:39.6,-51:33:18.0,928,1587487294.9444413
73:50:30.1,-51:34:06.3,929,1587487298.5511422
74:14:21.5,-51:34:49.3,930,1587487302.158432
74:32:15.5,-51:35:18.2,931,1587487305.7665446
74:56:08.1,-51:35:52.0,932,1587487309.3746576
75:14:02.9,-51:36:14.0,933,1587487312.9817333
75:37:56.4,-51:36:38.6,934,1587487316.5893672
76:01:50.3,-51:36:58.0,935,1587487320.1977081
76:19:45.9,-51:37:09.0,936,1587487323.8054647
76:43:40.3,-51:37:19.2,937,1587487327.4134026
77:07:34.8,-51:37:24.0,938,1587487331.0206802
77:25:30.7,-51:37:24.2,939,1587487334.5954175
77:49:25.2,-51:37:19.8,940,1587487338.203803
78:07:21.0,-51:37:13.1,941,1587487341.811945
78:31:15.2,-51:36:59.5,942,1587487345.3871531
78:49:10.6,-51:36:45.8,943,1587487348.9940841
79:13:04.3,-51:36:22.9,944,1587487352.6017628
79:36:57.4,-51:35:54.8,945,1587487356.2092385
79:54:51.9,-51:35:30.3,946,1587487359.8174424
80:18:44.0,-51:34:52.9,947,1587487363.4254823
80:36:37.7,-51:34:21.5,948,1587487366.9993165
81:00:28.4,-51:33:35.0,949,1587487370.5745234
81:24:18.3,-51:32:43.2,950,1587487374.1816301
81:42:10.0,-51:32:00.9,951,1587487377.789328
82:05:58.1,-51:31:00.0,952,1587487381.397328
82:29:45.0,-51:29:53.8,953,1587487385.0052269
82:47:34.4,-51:29:00.7,954,1587487388.6133075
83:11:19.1,-51:27:45.4,955,1587487392.236668
83:29:06.7,-51:26:45.5,956,1587487395.829427
83:52:48.8,-51:25:21.0,957,1587487399.4377198
84:16:29.4,-51:23:51.4,958,1587487403.0452547
84:34:13.7,-51:22:40.8,959,1587487406.6527495
84:57:51.3,-51:21:02.1,960,1587487410.2597861
85:15:33.3,-51:19:44.7,961,1587487413.867758
85:39:07.7,-51:17:57.0,962,1587487417.4758298
86:02:40.1,-51:16:04.1,963,1587487421.0843167
86:20:18.1,-51:14:36.1,964,1587487424.6922584
86:43:46.8,-51:12:34.3,965,1587487428.300292
87:01:22.0,-51:10:59.6,966,1587487431.907962
87:24:46.8,-51:08:48.8,967,1587487435.5152447
87:48:09.3,-51:06:33.0,968,1587487439.090906
88:05:39.5,-51:04:47.8,969,1587487442.66539
88:28:57.7,-51:02:23.1,970,1587487446.2724779
88:46:24.7,-51:00:31.2,971,1587487449.8801017
89:09:38.3,-50:57:57.7,972,1587487453.455376
89:32:49.2,-50:55:19.2,973,1587487457.0643346
89:50:10.6,-50:53:17.1,974,1587487460.6715846
90:13:16.6,-50:50:29.9,975,1587487464.2786942
90:30:34.1,-50:48:21.2,976,1587487467.8865242
90:53:35.0,-50:45:25.3,977,1587487471.5028188
91:16:32.7,-50:42:24.4,978,1587487475.1016665
91:33:44.0,-50:40:05.6,979,1587487478.7097082
91:56:36.3,-50:36:56.2,980,1587487482.2849677
92:13:43.3,-50:34:31.0,981,1587487485.8923104
92:36:29.9,-50:31:13.0,982,1587487489.5002542
92:59:13.1,-50:27:50.3,983,1587487493.108268
93:16:13.2,-50:25:15.1,984,1587487496.716153
93:38:50.3,-50:21:43.9,985,1587487500.290386
93:55:45.9,-50:19:02.4,986,1587487503.8983836
94:18:16.8,-50:15:22.9,987,1587487507.5059345
94:40:44.0,-50:11:38.6,988,1587487511.1141064
94:57:32.0,-50:08:47.3,989,1587487514.7214272
95:19:52.8,-50:04:54.8,990,1587487518.3296168
95:36:35.8,-50:01:57.4,991,1587487521.9383018
95:58:49.8,-49:57:56.7,992,1587487525.5459116
96:20:59.9,-49:53:51.5,993,1587487529.1533213
