Long,Lat,#,Time
-175:47:49.0,28:19:00.4,1485,1587489304.881815
-175:36:22.9,28:29:59.9,1486,1587489308.45606
-175:24:54.3,28:40:58.2,1487,1587489312.0755088
-175:16:16.0,28:49:11.2,1488,1587489315.6715426
-175:04:42.8,29:00:07.5,1489,1587489319.246419
-174:56:01.1,29:08:19.0,1490,1587489322.8196054
-174:44:23.1,29:19:13.3,1491,1587489326.4011075
-174:32:42.5,29:30:06.3,1492,1587489330.2325878
-174:23:55.2,29:38:15.4,1493,1587489333.8067377
-174:12:09.7,29:49:06.3,1494,1587489337.3805435
-174:03:18.8,29:57:13.7,1495,1587489340.985779
-173:51:28.5,30:08:02.5,1496,1587489344.592811
-173:39:35.3,30:18:50.0,1497,1587489348.1990933
-173:30:38.6,30:26:54.9,1498,1587489351.7726557
-173:18:40.4,30:37:40.2,1499,1587489355.3475437
-173:09:39.9,30:45:43.3,1500,1587489358.9208262
-172:57:36.7,30:56:26.3,1501,1587489362.4943252
-172:45:30.5,31:07:08.1,1502,1587489366.1012168
-172:36:23.9,31:15:08.5,1503,1587489369.6750548
-172:24:12.5,31:25:47.9,1504,1587489373.2484038
-172:15:02.0,31:33:46.5,1505,1587489376.8227365
-172:02:45.3,31:44:23.5,1506,1587489380.39595
-171:53:30.8,31:52:20.4,1507,1587489383.9696548
-171:41:08.8,32:02:55.0,1508,1587489387.5438333
-171:28:43.6,32:13:28.1,1509,1587489391.1171331
-171:19:22.7,32:21:22.1,1510,1587489394.6902037
-171:06:52.1,32:31:52.7,1511,1587489398.265054
-170:57:27.1,32:39:44.8,1512,1587489401.8379476
-170:44:50.9,32:50:12.9,1513,1587489405.411278
-170:35:21.6,32:58:03.0,1514,1587489408.9866443
-170:22:39.8,33:08:28.5,1515,1587489412.5595956
-170:09:54.7,33:18:52.6,1516,1587489416.1342506
-170:00:18.7,33:26:39.6,1517,1587489419.7402117
-169:47:27.8,33:37:00.9,1518,1587489423.314354
-169:37:47.4,33:44:45.9,1519,1587489426.8883252
-169:24:50.7,33:55:04.5,1520,1587489430.4612172
-169:11:50.5,34:05:21.6,1521,1587489434.0361865
-169:02:03.2,34:13:03.3,1522,1587489437.643842
-168:48:57.1,34:23:17.6,1523,1587489441.217078
-168:39:05.2,34:30:57.2,1524,1587489444.7907953
-168:25:53.0,34:41:08.6,1525,1587489448.3639863
-168:15:56.6,34:48:46.0,1526,1587489451.9379764
-168:02:38.2,34:58:54.5,1527,1587489455.711531
-167:49:16.3,35:09:01.3,1528,1587489459.2859669
-167:39:12.5,35:16:35.3,1529,1587489462.859074
-167:25:44.3,35:26:39.1,1530,1587489466.4338598
-167:12:12.5,35:36:41.2,1531,1587489470.0410085
-167:02:01.3,35:44:11.6,1532,1587489473.614905
-166:48:23.0,35:54:10.5,1533,1587489477.2208858
-166:34:41.0,36:04:07.7,1534,1587489481.0277402
-166:24:22.1,36:11:34.5,1535,1587489484.601671
-166:10:33.7,36:21:28.5,1536,1587489488.174887
-166:00:09.8,36:28:52.8,1537,1587489491.762363
-165:46:14.7,36:38:43.6,1538,1587489495.3585548
-165:35:45.8,36:46:05.5,1539,1587489498.9295971
-165:21:44.0,36:55:53.0,1540,1587489502.5039968
-165:07:38.3,37:05:38.7,1541,1587489506.077471
-164:57:01.5,37:12:56.6,1542,1587489509.6544294
-164:42:48.9,37:22:38.9,1543,1587489513.2308054
-164:32:06.9,37:29:54.3,1544,1587489516.808176
-164:17:47.5,37:39:33.1,1545,1587489520.3883667
-164:07:00.3,37:46:45.9,1546,1587489523.9613247
-163:52:33.8,37:56:21.2,1547,1587489527.5381129
-163:38:03.3,38:05:54.4,1548,1587489531.1153595
-163:27:07.7,38:13:03.1,1549,1587489534.6929817
-163:12:30.1,38:22:32.7,1550,1587489538.3016677
-163:01:29.1,38:29:38.6,1551,1587489541.9464946
-162:46:44.3,38:39:04.7,1552,1587489545.5225012
-162:31:55.3,38:48:28.5,1553,1587489549.0986636
-162:20:45.8,38:55:30.1,1554,1587489552.7095902
-162:05:49.4,39:04:50.2,1555,1587489556.2854664
-161:54:34.4,39:11:48.8,1556,1587489559.8613844
-161:39:30.6,39:21:05.1,1557,1587489563.4374514
-161:24:22.5,39:30:19.2,1558,1587489567.0136352
-161:12:58.7,39:37:13.3,1559,1587489570.5900123
-160:57:43.1,39:46:23.5,1560,1587489574.198058
-160:46:13.6,39:53:14.6,1561,1587489577.7746146
-160:30:50.4,40:02:20.7,1562,1587489581.3489435
-160:19:15.1,40:09:08.8,1563,1587489584.9248755
-160:03:44.2,40:18:10.8,1564,1587489588.4996061
-159:48:08.9,40:27:10.5,1565,1587489592.0757313
-159:36:24.6,40:33:53.7,1566,1587489595.6507351
-159:20:41.4,40:42:49.2,1567,1587489599.22711
-159:08:51.2,40:49:29.3,1568,1587489602.8032944
-158:53:00.2,40:58:20.5,1569,1587489606.3776727
-158:41:04.0,41:04:57.3,1570,1587489609.9553409
-158:21:04.6,41:15:55.6,1571,1587489614.6279585
-158:05:00.0,41:24:39.4,1572,1587489618.204058
-157:52:53.5,41:31:10.5,1573,1587489621.7783682
-157:36:40.7,41:39:49.8,1574,1587489625.354205
-157:24:28.2,41:46:17.6,1575,1587489628.9285223
-157:08:07.3,41:54:52.4,1576,1587489632.511465
-156:51:41.8,42:03:24.6,1577,1587489636.0801687
-156:39:19.6,42:09:47.0,1578,1587489639.6553702
-156:22:45.9,42:18:14.5,1579,1587489643.2296271
-156:10:17.5,42:24:33.3,1580,1587489646.8052273
-155:53:35.5,42:32:56.1,1581,1587489650.379402
-155:41:00.9,42:39:11.4,1582,1587489653.954932
-155:24:10.5,42:47:29.3,1583,1587489657.5302558
-155:07:15.4,42:55:44.5,1584,1587489661.105252
-154:54:30.9,43:01:54.1,1585,1587489664.680581
-154:37:27.3,43:10:04.3,1586,1587489668.2554815
-154:24:36.5,43:16:10.1,1587,1587489671.8359926
-154:07:24.4,43:24:15.3,1588,1587489675.405441
-153:54:27.2,43:30:17.3,1589,1587489678.9806774
-153:37:06.7,43:38:17.5,1590,1587489682.56323
-153:19:41.2,43:46:14.6,1591,1587489686.1633637
-153:06:33.9,43:52:10.6,1592,1587489689.7383296
-152:48:59.9,44:00:02.5,1593,1587489693.3133588
-152:35:46.1,44:05:54.5,1594,1587489696.8879113
-152:18:03.4,44:13:41.2,1595,1587489700.46286
-152:00:15.8,44:21:24.7,1596,1587489704.0377953
-151:46:51.8,44:27:10.4,1597,1587489707.6123261
-151:28:55.5,44:34:48.5,1598,1587489711.1872509
-151:15:25.0,44:40:30.0,1599,1587489714.7616417
-150:57:20.0,44:48:02.6,1600,1587489718.3376372
-150:43:43.0,44:53:40.0,1601,1587489721.9124792
-150:25:29.2,45:01:07.0,1602,1587489725.4865696
-150:07:10.4,45:08:30.7,1603,1587489729.128088
-149:53:23.1,45:14:01.4,1604,1587489732.7706776
-149:34:55.6,45:21:19.4,1605,1587489736.3450172
-149:21:01.6,45:26:45.7,1606,1587489739.91938
-149:02:25.3,45:33:57.9,1607,1587489743.4983003
-148:43:43.9,45:41:06.7,1608,1587489747.1015413
-148:29:39.6,45:46:26.1,1609,1587489750.6776528
-148:06:06.1,45:55:14.1,1610,1587489755.9171543
-147:47:09.7,46:02:12.6,1611,1587489759.4910383
-147:28:08.2,46:09:07.6,1612,1587489763.0666087
-147:13:48.7,46:14:16.6,1613,1587489766.6397145
-146:54:38.5,46:21:05.4,1614,1587489770.2149498
-146:40:12.5,46:26:09.8,1615,1587489773.7892952
-146:20:53.4,46:32:52.3,1616,1587489777.3638554
-146:06:20.8,46:37:51.9,1617,1587489780.938131
-145:46:52.9,46:44:28.2,1618,1587489784.5125804
-145:27:20.1,46:51:00.7,1619,1587489788.0875359
-145:12:37.1,46:55:52.7,1620,1587489791.6980302
-144:52:55.5,47:02:18.9,1621,1587489795.2694213
-144:38:06.0,47:07:06.0,1622,1587489798.8448427
-144:18:15.7,47:13:25.5,1623,1587489802.4526467
-143:58:20.4,47:19:41.2,1624,1587489806.027221
-143:43:20.6,47:24:20.5,1625,1587489809.635982
-143:23:16.7,47:30:29.5,1626,1587489813.8426435
-143:03:07.8,47:36:34.6,1627,1587489817.4182138
-142:47:57.9,47:41:05.9,1628,1587489820.990439
-142:27:40.4,47:47:04.1,1629,1587489824.5648978
-142:07:18.1,47:52:58.5,1630,1587489828.1467881
-141:51:58.1,47:57:21.6,1631,1587489831.7478096
-141:31:27.3,48:03:08.9,1632,1587489835.321568
-141:16:01.0,48:07:26.7,1633,1587489838.9283953
-140:55:21.7,48:13:07.0,1634,1587489842.5033252
-140:34:37.6,48:18:43.1,1635,1587489846.0773127
-140:19:01.5,48:22:52.5,1636,1587489849.6510618
-139:58:09.1,48:28:21.5,1637,1587489853.2253609
-139:42:26.7,48:32:25.4,1638,1587489856.7991996
-139:21:26.1,48:37:47.0,1639,1587489860.3737566
-139:05:37.6,48:41:45.5,1640,1587489863.9508054
-138:44:28.8,48:46:59.7,1641,1587489867.556561
-138:23:15.5,48:52:09.7,1642,1587489871.1299527
-138:07:17.5,48:55:59.3,1643,1587489874.7050726
-137:45:56.2,49:01:01.8,1644,1587489878.278832
-137:29:52.2,49:04:45.8,1645,1587489881.8537836
-137:08:23.0,49:09:40.6,1646,1587489885.4271605
-136:46:49.3,49:14:31.0,1647,1587489889.0343208
-136:30:36.2,49:18:06.0,1648,1587489892.6411278
-136:08:54.9,49:22:48.7,1649,1587489896.2159643
-135:52:36.1,49:26:17.8,1650,1587489899.9573052
-135:30:47.2,49:30:52.7,1651,1587489903.5294683
-135:08:54.1,49:35:23.0,1652,1587489907.104582
-134:52:26.5,49:38:42.9,1653,1587489910.6790292
-134:30:26.0,49:43:05.3,1654,1587489914.2533665
-134:13:53.0,49:46:19.1,1655,1587489917.8279448
-133:51:45.3,49:50:33.5,1656,1587489921.4013093
-133:35:07.0,49:53:41.3,1657,1587489924.9771187
-133:01:43.5,49:59:49.0,1658,1587489930.1483777
-132:44:58.5,50:02:48.9,1659,1587489933.7237794
-132:22:35.0,50:06:44.7,1660,1587489937.2968423
-132:05:44.9,50:09:38.4,1661,1587489940.87132
-131:43:14.9,50:13:25.9,1662,1587489944.4452713
-131:20:41.1,50:17:08.6,1663,1587489948.0204957
-131:03:43.4,50:19:52.6,1664,1587489951.5940554
-130:41:03.2,50:23:26.9,1665,1587489955.1680706
-130:24:00.9,50:26:04.5,1666,1587489958.7759264
-130:01:14.6,50:29:30.4,1667,1587489962.3838544
-129:44:07.6,50:32:01.7,1668,1587489965.957422
-129:21:15.4,50:35:19.1,1669,1587489969.5648315
-128:58:19.9,50:38:31.6,1670,1587489973.1384509
-128:41:06.1,50:40:52.7,1671,1587489976.7127428
-128:18:05.0,50:43:56.6,1672,1587489980.286976
-128:00:47.1,50:46:11.3,1673,1587489983.8943095
-127:37:40.6,50:49:06.5,1674,1587489987.4678836
-127:14:31.1,50:51:56.7,1675,1587489991.0427885
-126:57:07.0,50:54:01.1,1676,1587489994.6169746
-126:33:52.5,50:56:42.6,1677,1587489998.1908257
-126:16:24.8,50:58:40.4,1678,1587490001.7646172
-125:53:05.4,51:01:13.0,1679,1587490005.338544
-125:35:34.2,51:03:04.1,1680,1587490008.9124238
-125:12:10.3,51:05:27.9,1681,1587490012.4871492
-124:48:43.9,51:07:46.6,1682,1587490016.094557
-124:31:07.5,51:09:27.2,1683,1587490019.66817
-124:07:37.0,51:11:36.9,1684,1587490023.242648
-123:49:57.6,51:13:10.8,1685,1587490026.8501365
-123:26:23.2,51:15:11.6,1686,1587490030.4583938
-123:02:46.6,51:17:07.1,1687,1587490034.0310385
-122:45:02.9,51:18:30.4,1688,1587490037.6058772
-122:21:22.8,51:20:16.9,1689,1587490041.1791992
-122:03:36.6,51:21:33.4,1690,1587490044.7545545
-121:39:53.3,51:23:10.8,1691,1587490048.3608813
-121:22:04.8,51:24:20.4,1692,1587490051.9356341
-120:58:18.6,51:25:48.7,1693,1587490055.5100043
-120:34:30.8,51:27:11.7,1694,1587490059.0839608
-120:16:39.1,51:28:10.6,1695,1587490062.6593702
-119:52:48.8,51:29:24.4,1696,1587490066.2650523
-119:34:55.3,51:30:16.4,1697,1587490069.8391159
-119:11:02.8,51:31:21.0,1698,1587490073.4470398
-118:47:09.3,51:32:20.4,1699,1587490077.020497
-118:29:13.4,51:33:01.5,1700,1587490080.5953364
-118:05:18.1,51:33:51.6,1701,1587490084.2024384
-117:47:21.0,51:34:25.8,1702,1587490087.8091025
-117:23:24.2,51:35:06.7,1703,1587490091.3929253
-117:05:26.2,51:35:33.9,1704,1587490094.9909465
-116:41:28.2,51:36:05.5,1705,1587490098.5654945
-116:17:29.7,51:36:31.8,1706,1587490102.1391246
-115:59:30.5,51:36:48.0,1707,1587490105.7472715
-115:35:31.3,51:37:05.1,1708,1587490109.321154
-115:17:31.8,51:37:14.3,1709,1587490112.9276245
-114:53:32.2,51:37:22.1,1710,1587490116.5028305
-114:29:32.5,51:37:24.5,1711,1587490120.0763128
-114:11:32.7,51:37:22.8,1712,1587490123.6509607
-113:41:33.2,51:37:13.3,1713,1587490128.0908518
-113:23:33.6,51:37:03.7,1714,1587490131.6648762
-112:59:34.4,51:36:46.2,1715,1587490135.2380428
-112:41:35.3,51:36:29.6,1716,1587490138.815503
-112:17:36.8,51:36:02.8,1717,1587490142.3872232
-111:59:38.3,51:35:39.2,1718,1587490145.9614263
-111:35:40.8,51:35:03.1,1719,1587490149.5372643
-111:11:44.1,51:34:21.7,1720,1587490153.179108
-110:53:47.0,51:33:47.2,1721,1587490156.75246
-110:29:51.7,51:32:56.6,1722,1587490160.3269527
-110:11:55.9,51:32:15.1,1723,1587490163.900657
-109:48:02.3,51:31:15.2,1724,1587490167.4752595
-109:24:10.0,51:30:10.1,1725,1587490171.048241
-109:06:16.5,51:29:17.8,1726,1587490174.6232517
-108:42:26.3,51:28:03.4,1727,1587490178.196764
-108:24:34.6,51:27:04.2,1728,1587490181.771157
-108:00:46.9,51:25:40.7,1729,1587490185.3451343
-107:42:57.1,51:24:34.6,1730,1587490188.9185627
-107:19:12.3,51:23:01.9,1731,1587490192.4925282
-106:55:29.1,51:21:24.0,1732,1587490196.0670674
-106:37:42.9,51:20:07.2,1733,1587490199.6410522
-106:14:02.9,51:18:20.2,1734,1587490203.2148428
-105:56:19.2,51:16:56.5,1735,1587490206.7890198
-105:32:42.8,51:15:00.5,1736,1587490210.3635197
-105:15:01.8,51:13:30.0,1737,1587490213.9373703
-104:51:29.1,51:11:25.0,1738,1587490217.5108502
-104:27:58.7,51:09:14.8,1739,1587490221.0860822
-104:10:22.4,51:07:33.7,1740,1587490224.6596158
-103:46:56.1,51:05:14.6,1741,1587490228.235003
-103:29:23.0,51:03:26.9,1742,1587490231.8082798
-103:06:01.1,51:00:58.8,1743,1587490235.3816216
-102:48:31.5,50:59:04.4,1744,1587490238.9564278
-102:25:14.3,50:56:27.5,1745,1587490242.530198
-102:01:59.9,50:53:45.6,1746,1587490246.1046538
-101:44:35.9,50:51:40.8,1747,1587490249.7109444
-101:21:26.5,50:48:50.1,1748,1587490253.285498
-101:04:06.4,50:46:38.8,1749,1587490256.8592331
-100:41:02.3,50:43:39.4,1750,1587490260.433987
-100:18:01.3,50:40:35.0,1751,1587490264.0079494
-100:00:47.6,50:38:13.5,1752,1587490267.616787
-99:37:52.3,50:35:00.5,1753,1587490271.4144306
-99:20:42.9,50:32:32.6,1754,1587490274.9966917
-98:57:53.3,50:29:11.0,1755,1587490278.6045387
-98:35:07.2,50:25:44.6,1756,1587490282.2113833
-98:18:04.9,50:23:06.6,1757,1587490285.7859325
-97:55:24.9,50:19:31.8,1758,1587490289.3594987
-97:38:27.3,50:16:47.5,1759,1587490292.9335618
-97:15:53.7,50:13:04.2,1760,1587490296.5403838
-96:53:23.8,50:09:16.2,1761,1587490300.1480706
-96:36:33.8,50:06:22.1,1762,1587490303.721826
-96:14:10.5,50:02:25.9,1763,1587490307.2988303
-95:57:25.6,49:59:25.6,1764,1587490310.8698475
-95:35:09.1,49:55:21.1,1765,1587490314.4446814
-95:12:56.6,49:51:12.0,1766,1587490318.0185013
-94:56:19.9,49:48:02.2,1767,1587490321.6277633
-94:34:14.5,49:43:45.0,1768,1587490325.2013736
-94:17:43.1,49:40:29.1,1769,1587490328.7763782
-93:55:44.9,49:36:03.9,1770,1587490332.4189377
-93:33:50.9,49:31:34.1,1771,1587490336.025406
-93:17:28.1,49:28:08.9,1772,1587490339.598687
-92:55:41.6,49:23:31.3,1773,1587490343.1740549
-92:39:24.5,49:20:00.1,1774,1587490346.7476118
-92:17:45.5,49:15:14.7,1775,1587490350.3209364
-92:01:34.2,49:11:37.7,1776,1587490353.895083
-91:40:03.0,49:06:44.6,1777,1587490357.4698944
-91:18:36.2,49:01:47.1,1778,1587490361.0437298
-91:02:34.0,48:58:01.1,1779,1587490364.6178489
-90:41:15.2,48:52:56.0,1780,1587490368.191413
-90:25:19.0,48:49:04.4,1781,1587490371.766488
-90:04:08.1,48:43:51.8,1782,1587490375.340401
-89:48:18.0,48:39:54.6,1783,1587490378.9143157
-89:27:15.3,48:34:34.6,1784,1587490382.4880536
-89:06:17.2,48:29:10.4,1785,1587490386.0960846
-88:50:36.7,48:25:04.5,1786,1587490389.703309
-88:29:46.9,48:19:33.0,1787,1587490393.2777357
-88:14:12.6,48:15:21.7,1788,1587490396.850747
-87:53:31.1,48:09:43.0,1789,1587490400.4249113
-87:38:03.2,48:05:26.3,1790,1587490404.0000536
-87:17:30.1,47:59:40.5,1791,1587490407.842953
-86:57:01.9,47:53:50.7,1792,1587490411.4470155
-86:36:38.5,47:47:56.9,1793,1587490415.0204003
-86:21:24.1,47:43:28.9,1794,1587490418.5946844
-86:01:09.3,47:37:28.2,1795,1587490422.1680505
-85:46:01.4,47:32:55.1,1796,1587490425.7754374
-85:25:55.1,47:26:47.5,1797,1587490429.3504722
-85:10:53.7,47:22:09.3,1798,1587490432.924183
-84:50:56.1,47:15:55.0,1799,1587490436.5309377
-84:31:03.5,47:09:36.9,1800,1587490440.1051562
-84:16:12.3,47:04:50.8,1801,1587490443.7116208
-83:56:28.3,46:58:26.1,1802,1587490447.3186655
-83:41:43.7,46:53:35.2,1803,1587490450.925955
-83:22:08.5,46:47:03.9,1804,1587490454.5346894
-83:02:38.3,46:40:29.0,1805,1587490458.1422822
-82:48:04.0,46:35:30.4,1806,1587490461.7499907
-82:28:42.6,46:28:49.2,1807,1587490465.3581898
-82:14:14.8,46:23:45.8,1808,1587490468.9323173
-81:55:02.2,46:16:58.3,1809,1587490472.5390654
-81:35:54.6,46:10:07.1,1810,1587490476.1474695
-81:21:37.2,46:04:56.5,1811,1587490479.7549589
-81:02:38.4,45:57:59.2,1812,1587490483.3281407
-80:48:27.7,45:52:44.0,1813,1587490486.9029007
-80:29:37.7,45:45:40.7,1814,1587490490.510799
-80:10:52.7,45:38:33.9,1815,1587490494.084807
-79:56:52.3,45:33:11.6,1816,1587490497.6584716
-79:38:16.2,45:25:59.0,1817,1587490501.2660668
-79:24:22.4,45:20:32.3,1818,1587490504.8723938
-79:05:55.0,45:13:13.8,1819,1587490508.4796185
-78:47:32.6,45:05:52.0,1820,1587490512.054331
-78:33:49.2,45:00:18.5,1821,1587490515.662037
-78:15:35.6,44:52:51.0,1822,1587490519.2708528
-78:01:58.7,44:47:13.3,1823,1587490522.8441033
-77:43:53.8,44:39:40.2,1824,1587490526.4174411
-77:25:54.0,44:32:03.9,1825,1587490530.0242987
-77:12:27.3,44:26:19.7,1826,1587490533.5994854
-76:54:36.2,44:18:37.9,1827,1587490537.2099898
-76:41:16.1,44:12:49.6,1828,1587490540.7801394
-76:23:33.6,44:05:02.4,1829,1587490544.388123
-76:10:19.9,43:59:10.1,1830,1587490547.9628305
-75:52:46.0,43:51:17.6,1831,1587490551.53743
-75:35:17.1,43:43:22.2,1832,1587490555.1431434
-75:22:13.6,43:37:23.6,1833,1587490558.750148
-75:04:53.2,43:29:23.0,1834,1587490562.3267503
-74:51:56.1,43:23:20.6,1835,1587490565.8992338
-74:34:44.2,43:15:14.9,1836,1587490569.5069003
-74:17:37.2,43:07:06.3,1837,1587490573.215362
-74:04:50.1,43:00:58.0,1838,1587490576.7890332
-73:47:51.5,42:52:44.4,1839,1587490580.3964038
-73:35:10.7,42:46:32.4,1840,1587490583.970793
-73:18:20.5,42:38:13.9,1841,1587490587.545214
-73:01:35.1,42:29:52.7,1842,1587490591.1535153
-72:49:04.1,42:23:35.0,1843,1587490594.7268565
-72:32:27.0,42:15:09.0,1844,1587490598.3342407
-72:20:02.3,42:08:47.7,1845,1587490601.940849
-72:03:33.4,42:00:17.1,1846,1587490605.5152264
-71:47:09.2,41:51:43.7,1847,1587490609.1228306
-71:34:54.1,41:45:17.0,1848,1587490612.6973636
-71:18:38.1,41:36:39.2,1849,1587490616.304818
-71:06:29.1,41:30:09.0,1850,1587490619.912381
-70:50:21.2,41:21:26.7,1851,1587490623.5207663
-70:34:17.8,41:12:41.7,1852,1587490627.0943782
-70:22:18.3,41:06:06.4,1853,1587490630.7009685
-70:06:22.9,40:57:17.1,1854,1587490634.2754414
-69:54:29.3,40:50:38.5,1855,1587490637.8824966
-69:38:41.9,40:41:44.9,1856,1587490641.4570675
-69:22:58.9,40:32:48.9,1857,1587490645.0309656
-69:11:14.6,40:26:05.3,1858,1587490648.6073244
-68:55:39.4,40:17:05.1,1859,1587490652.1814253
-68:44:00.9,40:10:18.4,1860,1587490655.7541683
-68:28:33.5,40:01:14.1,1861,1587490659.3280814
-68:17:00.7,39:54:24.3,1862,1587490662.9352684
-68:01:40.9,39:45:15.9,1863,1587490666.5085285
-67:46:25.5,39:36:05.3,1864,1587490670.0836272
-67:35:01.7,39:29:10.8,1865,1587490673.657432
-67:19:53.8,39:19:56.2,1866,1587490677.2311742
-67:08:35.6,39:12:58.8,1867,1587490680.804935
-66:53:35.2,39:03:40.4,1868,1587490684.3787458
-66:42:22.6,38:56:40.1,1869,1587490687.952695
-66:27:29.5,38:47:17.8,1870,1587490691.5273354
-66:12:40.6,38:37:53.4,1871,1587490695.1007664
-66:01:36.6,38:30:48.7,1872,1587490698.6754382
-65:46:55.0,38:21:20.6,1873,1587490702.249614
-65:35:56.4,38:14:13.1,1874,1587490705.824308
-65:21:21.9,38:04:41.4,1875,1587490709.3984976
-65:06:51.5,37:55:07.6,1876,1587490713.6711476
-64:52:25.1,37:45:31.8,1877,1587490717.2453663
-64:41:38.0,37:38:18.6,1878,1587490720.8185341
-64:27:18.6,37:28:39.2,1879,1587490724.393342
-64:16:36.7,37:21:23.4,1880,1587490728.0001466
-64:02:24.2,37:11:40.7,1881,1587490731.5745866
-63:48:15.7,37:01:56.0,1882,1587490735.1480405
-63:37:41.8,36:54:36.2,1883,1587490738.7216172
-63:23:40.1,36:44:48.1,1884,1587490742.2978756
-63:13:11.3,36:37:25.8,1885,1587490745.8729205
-62:59:16.2,36:27:34.5,1886,1587490749.4479783
-62:45:25.0,36:17:41.3,1887,1587490753.0904503
-62:35:04.0,36:10:15.2,1888,1587490756.6977603
-62:21:19.3,36:00:18.8,1889,1587490760.2725239
-62:11:03.3,35:52:50.4,1890,1587490763.8461335
-61:57:25.1,35:42:50.8,1891,1587490767.4537394
-61:43:50.6,35:32:49.6,1892,1587490771.027089
-61:33:42.1,35:25:17.4,1893,1587490774.63403
-61:20:14.0,35:15:13.1,1894,1587490778.2084167
-61:06:49.5,35:05:07.1,1895,1587490782.0487757
-60:56:48.4,34:57:31.4,1896,1587490785.6236875
-60:43:30.1,34:47:22.4,1897,1587490789.197345
-60:33:33.7,34:39:44.5,1898,1587490792.7712967
-60:20:21.5,34:29:32.6,1899,1587490796.3841524
-60:10:29.7,34:21:52.6,1900,1587490799.9860904
-59:57:23.6,34:11:37.8,1901,1587490803.55966
-59:44:21.0,34:01:21.4,1902,1587490807.167584
-59:34:36.2,33:53:38.1,1903,1587490810.7753797
-59:21:39.5,33:43:18.9,1904,1587490814.3491964
-59:11:59.2,33:35:33.5,1905,1587490817.923821
-58:59:08.3,33:25:11.6,1906,1587490821.5011575
-58:46:20.8,33:14:48.2,1907,1587490825.1048336
-58:36:47.3,33:06:59.6,1908,1587490828.7125263
-58:24:05.5,32:56:33.6,1909,1587490832.3204372
-58:14:36.2,32:48:43.0,1910,1587490835.8942497
-58:02:00.1,32:38:14.4,1911,1587490839.5007138
-57:49:27.1,32:27:44.2,1912,1587490843.1080394
-57:40:04.4,32:19:50.7,1913,1587490846.7163072
-57:27:37.0,32:09:18.1,1914,1587490850.289049
-57:18:18.4,32:01:22.6,1915,1587490853.8636637
-57:05:56.4,31:50:47.5,1916,1587490857.4762123
-56:53:37.5,31:40:11.0,1917,1587490861.045435
-56:44:25.2,31:32:12.7,1918,1587490864.6187005
-56:32:11.6,31:21:33.8,1919,1587490868.1927772
-56:23:03.4,31:13:33.7,1920,1587490871.766907
-56:10:55.0,31:02:52.4,1921,1587490875.3407376
-56:01:50.6,30:54:50.6,1922,1587490878.9153252
-55:49:47.3,30:44:07.0,1923,1587490882.488391
-55:37:47.0,30:33:22.1,1924,1587490886.0637796
-55:28:48.6,30:25:17.6,1925,1587490889.637093
-55:16:53.3,30:14:30.4,1926,1587490893.2104306
-55:07:58.7,30:06:24.2,1927,1587490896.7849276
-54:56:08.4,29:55:34.9,1928,1587490900.3580232
-54:47:17.5,29:47:27.0,1929,1587490903.9322946
-54:35:32.0,29:36:35.5,1930,1587490907.5064483
-54:23:49.2,29:25:42.8,1931,1587490911.113964
-54:15:04.0,29:17:32.5,1932,1587490914.6875045
-54:03:26.0,29:06:37.7,1933,1587490918.2617793
-53:54:44.3,28:58:25.8,1934,1587490921.836294
-53:43:11.0,28:47:28.9,1935,1587490925.4095175
-53:31:40.4,28:36:30.9,1936,1587490929.0181012
-53:23:04.1,28:28:16.6,1937,1587490932.6037076
-53:11:38.0,28:17:16.5,1938,1587490936.1984878
-53:03:05.2,28:09:00.8,1939,1587490939.773502
-52:51:43.6,27:57:58.8,1940,1587490943.347658
-52:43:14.0,27:49:41.6,1941,1587490946.9216125
-52:31:56.9,27:38:37.7,1942,1587490950.495106
-52:20:42.2,27:27:32.7,1943,1587490954.0688357
-52:12:17.8,27:19:13.2,1944,1587490957.6437383
-52:01:07.4,27:08:06.4,1945,1587490961.2173
-51:52:46.2,26:59:45.6,1946,1587490964.7924995
-51:41:40.0,26:48:36.9,1947,1587490968.366061
-51:33:22.0,26:40:14.7,1948,1587490971.9403257
-51:22:19.9,26:29:04.3,1949,1587490975.5148492
-51:11:20.3,26:17:52.8,1950,1587490979.0884821
-51:03:07.1,26:09:28.6,1951,1587490982.7287948
-50:52:11.4,25:58:15.4,1952,1587490986.3035414
-50:44:01.2,25:49:49.8,1953,1587490989.876718
-50:33:09.6,25:38:34.9,1954,1587490993.518034
-50:22:20.2,25:27:19.1,1955,1587490997.0913806
-50:14:14.6,25:18:51.6,1956,1587491000.6659431
-50:03:29.0,25:07:34.1,1957,1587491004.2393546
-49:55:26.3,24:59:05.4,1958,1587491007.8138425
-49:44:44.6,24:47:46.3,1959,1587491011.387558
-49:36:44.7,24:39:16.3,1960,1587491014.9614794
-49:26:06.6,24:27:55.7,1961,1587491018.535401
-49:15:30.7,24:16:34.1,1962,1587491022.142761
-49:07:35.1,24:08:02.3,1963,1587491025.7495584
-48:57:02.9,23:56:39.2,1964,1587491029.3238282
-48:49:10.0,23:48:06.4,1965,1587491032.9308228
-48:38:41.3,23:36:41.8,1966,1587491036.5054064
-48:28:14.5,23:25:16.3,1967,1587491040.0815423
-48:20:25.8,23:16:41.7,1968,1587491043.6539977
-48:10:02.5,23:05:14.8,1969,1587491047.2281504
-48:02:16.3,22:56:39.1,1970,1587491050.801501
